Hotel_name,Date,Price,Client,Rating,Grade,Address,Day
글로스터 호텔 제주,2023-08-15,79850,2,8.3,3,"제주, 대한민국",화
스탠포드 호텔 & 리조트 제주,2023-08-15,151984,2,8.0,3,"제주, 대한민국",화
스위트 호텔 제주,2023-08-15,171269,2,8.3,4,"서귀포, 대한민국",화
레슬리 호텔,2023-08-15,47214,2,7.8,4,"제주, 대한민국",화
켄싱턴리조트 서귀포,2023-08-15,214050,2,8.1,4,"서귀포, 대한민국",화
제주 항공우주 호텔,2023-08-15,69091,2,8.4,4,"서귀포, 대한민국",화
유니호텔 제주,2023-08-15,98264,2,7.7,4,"제주, 대한민국",화
금호 제주 리조트,2023-08-15,141569,2,7.4,4,"서귀포, 대한민국",화
롯데 호텔 제주,2023-08-15,500000,3,8.8,5,"서귀포, 대한민국",화
라마다 제주 시티 호텔,2023-08-15,84977,3,8.1,4,"제주, 대한민국",화
파르나스 호텔 제주,2023-08-15,700000,3,9.2,5,"서귀포, 대한민국",화
베스트웨스턴 제주호텔,2023-08-15,74997,3,7.6,4,"제주, 대한민국",화
랜딩관 제주신화월드 호텔앤리조트,2023-08-15,253872,3,8.3,5,"서귀포, 대한민국",화
메종 글래드 제주,2023-08-15,150052,3,8.1,5,"제주, 대한민국",화
에코랜드 호텔,2023-08-15,424628,3,8.6,5,"제주, 대한민국",화
제주 신라 호텔,2023-08-15,558250,3,9.0,5,"서귀포, 대한민국",화
라마다 프라자 제주 호텔,2023-08-15,185950,3,8.2,5,"제주, 대한민국",화
그랜드 하얏트 제주,2023-08-15,428000,3,8.8,5,"제주, 대한민국",화
신라스테이 제주,2023-08-15,154440,3,8.0,4,"제주, 대한민국",화
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-15,98141,3,7.7,4,"제주, 대한민국",화
호텔 브릿지 서귀포,2023-08-15,78675,3,8.0,4,"서귀포, 대한민국",화
제주 부영 호텔&리조트,2023-08-15,211308,3,9.1,5,"서귀포, 대한민국",화
휘닉스 제주 섭지코지,2023-08-15,311690,3,7.8,4,"서귀포, 대한민국",화
탐라스테이 호텔 제주,2023-08-15,184380,3,7.7,4,"제주, 대한민국",화
더 베스트 제주 성산,2023-08-15,62295,3,7.9,4,"서귀포, 대한민국",화
호텔 리젠트 마린 더 블루,2023-08-15,113843,3,8.2,4,"제주, 대한민국",화
그랜드 조선 제주,2023-08-15,427273,3,8.9,5,"서귀포, 대한민국",화
롯데시티호텔 제주,2023-08-15,177728,3,8.5,4,"제주, 대한민국",화
더 그랜드 섬오름,2023-08-15,190000,3,8.3,3,"서귀포, 대한민국",화
더큐브 리조트 제주,2023-08-15,86221,3,8.2,4,"서귀포, 대한민국",화
코델리아 S 호텔,2023-08-15,33058,3,7.6,3,"서귀포, 대한민국",화
서머셋 제주신화월드,2023-08-15,605045,3,8.6,5,"서귀포, 대한민국",화
히든 클리프 호텔&네이쳐,2023-08-15,370182,3,8.3,5,"서귀포, 대한민국",화
신화관 제주신화월드 호텔앤리조트,2023-08-15,433636,3,8.3,5,"서귀포, 대한민국",화
유탑 유블레스호텔,2023-08-15,157091,3,8.0,4,"제주, 대한민국",화
캠퍼트리 호텔 앤 리조트,2023-08-15,319091,3,8.4,4,"제주, 대한민국",화
한림리조트,2023-08-15,212400,3,8.8,4,"제주, 대한민국",화
그라벨 호텔,2023-08-15,119835,3,8.1,3,"제주, 대한민국",화
호텔 케니 서귀포,2023-08-15,41000,3,8.1,4,"서귀포, 대한민국",화
브라운 스위트 제주,2023-08-15,65990,3,7.3,5,"서귀포, 대한민국",화
메리어트관 제주신화월드 호텔앤리조트,2023-08-15,354539,3,8.4,4,"서귀포, 대한민국",화
호텔 난타,2023-08-15,114089,3,8.6,3,"제주, 대한민국",화
스타즈 호텔 제주 로베로점,2023-08-15,93388,3,8.0,4,"제주, 대한민국",화
골든튤립 제주성산호텔,2023-08-15,75294,3,7.7,4,"서귀포, 대한민국",화
제주 디 아일랜드 블루 호텔,2023-08-15,68000,3,8.1,5,"서귀포, 대한민국",화
WE호텔 제주,2023-08-15,214215,3,8.5,3,"서귀포, 대한민국",화
엠스테이 호텔 제주,2023-08-15,35362,3,7.8,4,"서귀포, 대한민국",화
호텔 샬롬 제주,2023-08-15,57852,3,7.9,4,"제주, 대한민국",화
호텔 토스카나,2023-08-15,304704,3,9.0,5,"서귀포, 대한민국",화
오션스위츠 제주 호텔,2023-08-15,103306,3,8.1,4,"제주, 대한민국",화
아시아호텔,2023-08-15,76034,3,8.4,4,"제주, 대한민국",화
글로스터 호텔 제주,2023-08-15,79850,3,8.3,5,"제주, 대한민국",화
스위트 호텔 제주,2023-08-15,186942,3,8.3,3,"서귀포, 대한민국",화
레슬리 호텔,2023-08-15,66099,3,7.8,3,"제주, 대한민국",화
켄싱턴리조트 서귀포,2023-08-15,214050,3,8.1,4,"서귀포, 대한민국",화
제주 항공우주 호텔,2023-08-15,98182,3,8.4,4,"서귀포, 대한민국",화
유니호텔 제주,2023-08-15,136943,3,7.7,4,"제주, 대한민국",화
금호 제주 리조트,2023-08-15,141569,3,7.4,4,"서귀포, 대한민국",화
신신호텔 제주공항,2023-08-15,59643,3,7.6,4,"제주, 대한민국",화
제주 센트럴시티호텔,2023-08-15,70081,3,7.7,4,"제주, 대한민국",화
플레이스 캠프 제주,2023-08-15,202008,3,8.3,3,"서귀포, 대한민국",화
담모라 리조트,2023-08-15,92504,3,7.3,4,"서귀포, 대한민국",화
신신호텔 제주월드컵,2023-08-15,41400,3,7.7,4,"서귀포, 대한민국",화
퍼스트70 호텔,2023-08-15,46555,3,8.1,3,"서귀포, 대한민국",화
롯데 호텔 제주,2023-08-15,570000,4,8.8,5,"서귀포, 대한민국",화
라마다 제주 시티 호텔,2023-08-15,165290,4,8.1,4,"제주, 대한민국",화
파르나스 호텔 제주,2023-08-15,960000,4,9.2,5,"서귀포, 대한민국",화
베스트웨스턴 제주호텔,2023-08-15,103306,4,7.6,4,"제주, 대한민국",화
메종 글래드 제주,2023-08-15,305464,4,8.1,5,"제주, 대한민국",화
에코랜드 호텔,2023-08-15,450083,4,8.6,5,"제주, 대한민국",화
라마다 프라자 제주 호텔,2023-08-15,206545,4,8.2,5,"제주, 대한민국",화
신라스테이 제주,2023-08-15,183000,4,8.0,4,"제주, 대한민국",화
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-15,98141,4,7.7,4,"제주, 대한민국",화
휘닉스 제주 섭지코지,2023-08-15,311690,4,7.8,4,"서귀포, 대한민국",화
탐라스테이 호텔 제주,2023-08-15,184380,4,7.7,4,"제주, 대한민국",화
더 베스트 제주 성산,2023-08-15,76860,4,7.9,4,"서귀포, 대한민국",화
더큐브 리조트 제주,2023-08-15,93815,4,8.2,4,"서귀포, 대한민국",화
코델리아 S 호텔,2023-08-15,37191,4,7.6,3,"서귀포, 대한민국",화
서머셋 제주신화월드,2023-08-15,605045,4,8.6,5,"서귀포, 대한민국",화
유탑 유블레스호텔,2023-08-15,495868,4,8.0,4,"제주, 대한민국",화
캠퍼트리 호텔 앤 리조트,2023-08-15,319091,4,8.4,4,"제주, 대한민국",화
한림리조트,2023-08-15,214545,4,8.8,4,"제주, 대한민국",화
그라벨 호텔,2023-08-15,141966,4,8.1,4,"제주, 대한민국",화
호텔 난타,2023-08-15,218182,4,8.6,4,"제주, 대한민국",화
제주 디 아일랜드 블루 호텔,2023-08-15,93500,4,8.1,4,"서귀포, 대한민국",화
WE호텔 제주,2023-08-15,514636,4,8.5,5,"서귀포, 대한민국",화
라온 호텔 앤 리조트,2023-08-15,171041,4,6.8,4,"제주, 대한민국",화
엠스테이 호텔 제주,2023-08-15,55124,4,7.8,4,"서귀포, 대한민국",화
호텔 샬롬 제주,2023-08-15,57852,4,7.9,5,"제주, 대한민국",화
호텔 토스카나,2023-08-15,2163636,4,9.0,4,"서귀포, 대한민국",화
오션스위츠 제주 호텔,2023-08-15,128099,4,8.1,4,"제주, 대한민국",화
글로스터 호텔 제주,2023-08-15,81819,4,8.3,5,"제주, 대한민국",화
스위트 호텔 제주,2023-08-15,243347,4,8.3,3,"서귀포, 대한민국",화
켄싱턴리조트 서귀포,2023-08-15,214050,4,8.1,4,"서귀포, 대한민국",화
유니호텔 제주,2023-08-15,161405,4,7.7,4,"제주, 대한민국",화
금호 제주 리조트,2023-08-15,141569,4,7.4,4,"서귀포, 대한민국",화
신신호텔 제주공항,2023-08-15,135300,4,7.6,4,"제주, 대한민국",화
제주 센트럴시티호텔,2023-08-15,78182,4,7.7,4,"제주, 대한민국",화
플레이스 캠프 제주,2023-08-15,243637,4,8.3,3,"서귀포, 대한민국",화
담모라 리조트,2023-08-15,99000,4,7.3,4,"서귀포, 대한민국",화
신신호텔 제주월드컵,2023-08-15,64536,4,7.7,4,"서귀포, 대한민국",화
호텔 케니 모슬포,2023-08-15,73273,4,8.4,3,"서귀포, 대한민국",화
포도 호텔,2023-08-15,961157,4,8.8,4,"서귀포, 대한민국",화
신신호텔 서귀포,2023-08-15,80810,4,8.0,4,"서귀포, 대한민국",화
호텔 위드 제주,2023-08-15,83741,4,8.0,4,"제주, 대한민국",화
소노캄 제주,2023-08-15,200827,4,7.5,2,"서귀포, 대한민국",화
애월 스테이 인 제주,2023-08-15,117868,4,8.6,5,"제주, 대한민국",화
벨룸 리조트,2023-08-15,442294,4,8.8,3,"서귀포, 대한민국",화
호텔더그랑 서귀포,2023-08-15,111273,4,10.0,3,"서귀포, 대한민국",화
흰수염 고래 리조트,2023-08-15,236363,4,8.5,4,"제주, 대한민국",화
코업시티호텔 성산,2023-08-15,148545,4,7.9,3,"서귀포, 대한민국",화
헤이 서귀포,2023-08-15,103322,4,7.9,4,"서귀포, 대한민국",화
아스타 호텔,2023-08-15,110646,4,8.4,3,"제주, 대한민국",화
샐리스 제주 호텔,2023-08-15,117208,4,7.2,4,"제주, 대한민국",화
롯데 리조트 아트 빌라스,2023-08-15,715909,4,8.1,4,"서귀포, 대한민국",화
소노벨 제주,2023-08-15,245455,4,7.9,5,"제주, 대한민국",화
호텔 화인 제주,2023-08-15,203719,4,9.2,3,"서귀포, 대한민국",화
위드시티호텔,2023-08-15,57273,4,7.2,3,"제주, 대한민국",화
롯데 호텔 제주,2023-08-16,500000,1,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-16,76186,1,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-16,620000,1,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-16,65689,1,7.6,4,"제주, 대한민국",수
랜딩관 제주신화월드 호텔앤리조트,2023-08-16,195248,1,8.3,5,"서귀포, 대한민국",수
메종 글래드 제주,2023-08-16,114436,1,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-16,344213,1,8.6,5,"제주, 대한민국",수
제주 신라 호텔,2023-08-16,496548,1,9.0,5,"서귀포, 대한민국",수
라마다 프라자 제주 호텔,2023-08-16,181818,1,8.2,5,"제주, 대한민국",수
그랜드 하얏트 제주,2023-08-16,427998,1,8.8,5,"제주, 대한민국",수
신라스테이 제주,2023-08-16,113850,1,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-16,88055,1,7.7,4,"제주, 대한민국",수
호텔 브릿지 서귀포,2023-08-16,56000,1,8.0,4,"서귀포, 대한민국",수
제주 부영 호텔&리조트,2023-08-16,180992,1,9.1,5,"서귀포, 대한민국",수
휘닉스 제주 섭지코지,2023-08-16,311690,1,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-16,95483,1,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-16,48348,1,7.9,4,"서귀포, 대한민국",수
호텔 리젠트 마린 더 블루,2023-08-16,113843,1,8.2,4,"제주, 대한민국",수
그랜드 조선 제주,2023-08-16,425000,1,8.9,5,"서귀포, 대한민국",수
롯데시티호텔 제주,2023-08-16,163637,1,8.5,4,"제주, 대한민국",수
더 그랜드 섬오름,2023-08-16,170000,1,8.3,3,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-16,78383,1,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-16,33058,1,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-16,605045,1,8.6,5,"서귀포, 대한민국",수
히든 클리프 호텔&네이쳐,2023-08-16,260000,1,8.3,5,"서귀포, 대한민국",수
해비치 호텔 & 리조트,2023-08-16,450000,1,8.6,5,"서귀포, 대한민국",수
엠버퓨어힐호텔&리조트,2023-08-16,371901,1,9.2,5,"제주, 대한민국",수
신화관 제주신화월드 호텔앤리조트,2023-08-16,339364,1,8.3,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-16,123055,1,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-16,140579,1,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-16,184622,1,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-16,111271,1,8.1,3,"제주, 대한민국",수
호텔 케니 서귀포,2023-08-16,28853,1,8.1,4,"서귀포, 대한민국",수
브라운 스위트 제주,2023-08-16,53413,1,7.3,5,"서귀포, 대한민국",수
메리어트관 제주신화월드 호텔앤리조트,2023-08-16,269488,1,8.4,4,"서귀포, 대한민국",수
호텔 난타,2023-08-16,68470,1,8.6,4,"제주, 대한민국",수
서귀포 JS호텔,2023-08-16,54515,1,8.4,3,"서귀포, 대한민국",수
스타즈 호텔 제주 로베로점,2023-08-16,35784,1,8.0,4,"제주, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-16,59500,1,8.1,4,"서귀포, 대한민국",수
WE호텔 제주,2023-08-16,196364,1,8.5,5,"서귀포, 대한민국",수
라온 호텔 앤 리조트,2023-08-16,67382,1,6.8,4,"제주, 대한민국",수
엠스테이 호텔 제주,2023-08-16,35362,1,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-16,50689,1,7.9,5,"제주, 대한민국",수
호텔 토스카나,2023-08-16,277686,1,9.0,4,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-16,86569,1,8.1,4,"제주, 대한민국",수
아시아호텔,2023-08-16,46705,1,8.4,5,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-16,79850,1,8.3,3,"제주, 대한민국",수
스탠포드 호텔 & 리조트 제주,2023-08-16,146100,1,8.0,3,"제주, 대한민국",수
스위트 호텔 제주,2023-08-16,171269,1,8.3,4,"서귀포, 대한민국",수
레슬리 호텔,2023-08-16,46500,1,7.8,4,"제주, 대한민국",수
켄싱턴리조트 서귀포,2023-08-16,214050,1,8.1,4,"서귀포, 대한민국",수
제주 항공우주 호텔,2023-08-16,69091,1,8.4,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-16,98264,1,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-16,141569,1,7.4,4,"서귀포, 대한민국",수
롯데 호텔 제주,2023-08-16,500000,2,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-16,76186,2,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-16,620000,2,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-16,65819,2,7.6,4,"제주, 대한민국",수
랜딩관 제주신화월드 호텔앤리조트,2023-08-16,195248,2,8.3,5,"서귀포, 대한민국",수
메종 글래드 제주,2023-08-16,114436,2,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-16,344213,2,8.6,5,"제주, 대한민국",수
제주 신라 호텔,2023-08-16,496548,2,9.0,5,"서귀포, 대한민국",수
라마다 프라자 제주 호텔,2023-08-16,181818,2,8.2,5,"제주, 대한민국",수
그랜드 하얏트 제주,2023-08-16,427998,2,8.8,5,"제주, 대한민국",수
신라스테이 제주,2023-08-16,113850,2,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-16,88055,2,7.7,4,"제주, 대한민국",수
호텔 브릿지 서귀포,2023-08-16,45592,2,8.0,4,"서귀포, 대한민국",수
제주 부영 호텔&리조트,2023-08-16,180992,2,9.1,5,"서귀포, 대한민국",수
휘닉스 제주 섭지코지,2023-08-16,311690,2,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-16,95483,2,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-16,48348,2,7.9,4,"서귀포, 대한민국",수
호텔 리젠트 마린 더 블루,2023-08-16,113843,2,8.2,4,"제주, 대한민국",수
그랜드 조선 제주,2023-08-16,425000,2,8.9,5,"서귀포, 대한민국",수
롯데시티호텔 제주,2023-08-16,163637,2,8.5,4,"제주, 대한민국",수
더 그랜드 섬오름,2023-08-16,170000,2,8.3,3,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-16,78383,2,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-16,33058,2,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-16,605045,2,8.6,5,"서귀포, 대한민국",수
히든 클리프 호텔&네이쳐,2023-08-16,260000,2,8.3,5,"서귀포, 대한민국",수
해비치 호텔 & 리조트,2023-08-16,450000,2,8.6,5,"서귀포, 대한민국",수
엠버퓨어힐호텔&리조트,2023-08-16,371901,2,9.2,5,"제주, 대한민국",수
신화관 제주신화월드 호텔앤리조트,2023-08-16,339364,2,8.3,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-16,123055,2,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-16,140579,2,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-16,184622,2,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-16,111271,2,8.1,3,"제주, 대한민국",수
호텔 케니 서귀포,2023-08-16,33408,2,8.1,4,"서귀포, 대한민국",수
브라운 스위트 제주,2023-08-16,53413,2,7.3,5,"서귀포, 대한민국",수
메리어트관 제주신화월드 호텔앤리조트,2023-08-16,269488,2,8.4,4,"서귀포, 대한민국",수
호텔 난타,2023-08-16,68470,2,8.6,4,"제주, 대한민국",수
서귀포 JS호텔,2023-08-16,54515,2,8.4,3,"서귀포, 대한민국",수
스타즈 호텔 제주 로베로점,2023-08-16,35784,2,8.0,4,"제주, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-16,59500,2,8.1,4,"서귀포, 대한민국",수
WE호텔 제주,2023-08-16,196364,2,8.5,5,"서귀포, 대한민국",수
라온 호텔 앤 리조트,2023-08-16,67382,2,6.8,4,"제주, 대한민국",수
엠스테이 호텔 제주,2023-08-16,35362,2,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-16,48875,2,7.9,5,"제주, 대한민국",수
호텔 토스카나,2023-08-16,277686,2,9.0,4,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-16,86569,2,8.1,4,"제주, 대한민국",수
아시아호텔,2023-08-16,46705,2,8.4,5,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-16,79850,2,8.3,3,"제주, 대한민국",수
스탠포드 호텔 & 리조트 제주,2023-08-16,151984,2,8.0,3,"제주, 대한민국",수
스위트 호텔 제주,2023-08-16,171269,2,8.3,4,"서귀포, 대한민국",수
레슬리 호텔,2023-08-16,46500,2,7.8,4,"제주, 대한민국",수
켄싱턴리조트 서귀포,2023-08-16,214050,2,8.1,4,"서귀포, 대한민국",수
제주 항공우주 호텔,2023-08-16,69091,2,8.4,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-16,98264,2,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-16,141569,2,7.4,4,"서귀포, 대한민국",수
롯데 호텔 제주,2023-08-16,500000,3,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-16,84977,3,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-16,700000,3,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-16,74997,3,7.6,4,"제주, 대한민국",수
랜딩관 제주신화월드 호텔앤리조트,2023-08-16,253872,3,8.3,5,"서귀포, 대한민국",수
메종 글래드 제주,2023-08-16,150052,3,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-16,424628,3,8.6,5,"제주, 대한민국",수
제주 신라 호텔,2023-08-16,558250,3,9.0,5,"서귀포, 대한민국",수
라마다 프라자 제주 호텔,2023-08-16,185950,3,8.2,5,"제주, 대한민국",수
그랜드 하얏트 제주,2023-08-16,428000,3,8.8,5,"제주, 대한민국",수
신라스테이 제주,2023-08-16,154440,3,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-16,98141,3,7.7,4,"제주, 대한민국",수
호텔 브릿지 서귀포,2023-08-16,78675,3,8.0,4,"서귀포, 대한민국",수
제주 부영 호텔&리조트,2023-08-16,211308,3,9.1,5,"서귀포, 대한민국",수
휘닉스 제주 섭지코지,2023-08-16,311690,3,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-16,184380,3,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-16,62295,3,7.9,4,"서귀포, 대한민국",수
호텔 리젠트 마린 더 블루,2023-08-16,113843,3,8.2,4,"제주, 대한민국",수
그랜드 조선 제주,2023-08-16,427273,3,8.9,5,"서귀포, 대한민국",수
롯데시티호텔 제주,2023-08-16,177728,3,8.5,4,"제주, 대한민국",수
더 그랜드 섬오름,2023-08-16,190000,3,8.3,3,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-16,86221,3,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-16,33058,3,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-16,605045,3,8.6,5,"서귀포, 대한민국",수
히든 클리프 호텔&네이쳐,2023-08-16,370182,3,8.3,5,"서귀포, 대한민국",수
신화관 제주신화월드 호텔앤리조트,2023-08-16,433636,3,8.3,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-16,157091,3,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-16,319091,3,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-16,200267,3,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-16,119835,3,8.1,3,"제주, 대한민국",수
호텔 케니 서귀포,2023-08-16,41000,3,8.1,4,"서귀포, 대한민국",수
브라운 스위트 제주,2023-08-16,65990,3,7.3,5,"서귀포, 대한민국",수
메리어트관 제주신화월드 호텔앤리조트,2023-08-16,354539,3,8.4,4,"서귀포, 대한민국",수
호텔 난타,2023-08-16,114089,3,8.6,3,"제주, 대한민국",수
스타즈 호텔 제주 로베로점,2023-08-16,93388,3,8.0,4,"제주, 대한민국",수
골든튤립 제주성산호텔,2023-08-16,75294,3,7.7,4,"서귀포, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-16,68000,3,8.1,5,"서귀포, 대한민국",수
WE호텔 제주,2023-08-16,214215,3,8.5,3,"서귀포, 대한민국",수
엠스테이 호텔 제주,2023-08-16,35362,3,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-16,57852,3,7.9,4,"제주, 대한민국",수
호텔 토스카나,2023-08-16,304704,3,9.0,5,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-16,103306,3,8.1,4,"제주, 대한민국",수
아시아호텔,2023-08-16,76034,3,8.4,4,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-16,79850,3,8.3,5,"제주, 대한민국",수
스위트 호텔 제주,2023-08-16,186942,3,8.3,3,"서귀포, 대한민국",수
레슬리 호텔,2023-08-16,66099,3,7.8,3,"제주, 대한민국",수
켄싱턴리조트 서귀포,2023-08-16,214050,3,8.1,4,"서귀포, 대한민국",수
제주 항공우주 호텔,2023-08-16,98182,3,8.4,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-16,136943,3,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-16,141569,3,7.4,4,"서귀포, 대한민국",수
신신호텔 제주공항,2023-08-16,59643,3,7.6,4,"제주, 대한민국",수
제주 센트럴시티호텔,2023-08-16,70081,3,7.7,4,"제주, 대한민국",수
플레이스 캠프 제주,2023-08-16,202008,3,8.3,3,"서귀포, 대한민국",수
담모라 리조트,2023-08-16,92504,3,7.3,4,"서귀포, 대한민국",수
신신호텔 제주월드컵,2023-08-16,41400,3,7.7,4,"서귀포, 대한민국",수
퍼스트70 호텔,2023-08-16,46555,3,8.1,3,"서귀포, 대한민국",수
롯데 호텔 제주,2023-08-16,570000,4,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-16,165290,4,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-16,960000,4,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-16,103306,4,7.6,4,"제주, 대한민국",수
메종 글래드 제주,2023-08-16,305464,4,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-16,450083,4,8.6,5,"제주, 대한민국",수
라마다 프라자 제주 호텔,2023-08-16,206545,4,8.2,5,"제주, 대한민국",수
신라스테이 제주,2023-08-16,183000,4,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-16,98141,4,7.7,4,"제주, 대한민국",수
휘닉스 제주 섭지코지,2023-08-16,311690,4,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-16,184380,4,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-16,76860,4,7.9,4,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-16,93815,4,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-16,37191,4,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-16,605045,4,8.6,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-16,495868,4,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-16,319091,4,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-16,214545,4,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-16,141966,4,8.1,4,"제주, 대한민국",수
호텔 난타,2023-08-16,218182,4,8.6,4,"제주, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-16,93500,4,8.1,4,"서귀포, 대한민국",수
WE호텔 제주,2023-08-16,436364,4,8.5,5,"서귀포, 대한민국",수
라온 호텔 앤 리조트,2023-08-16,160834,4,6.8,4,"제주, 대한민국",수
엠스테이 호텔 제주,2023-08-16,37965,4,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-16,57852,4,7.9,5,"제주, 대한민국",수
호텔 토스카나,2023-08-16,2163636,4,9.0,4,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-16,128099,4,8.1,4,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-16,81819,4,8.3,5,"제주, 대한민국",수
스위트 호텔 제주,2023-08-16,243347,4,8.3,3,"서귀포, 대한민국",수
켄싱턴리조트 서귀포,2023-08-16,214050,4,8.1,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-16,161405,4,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-16,141569,4,7.4,4,"서귀포, 대한민국",수
신신호텔 제주공항,2023-08-16,107721,4,7.6,4,"제주, 대한민국",수
제주 센트럴시티호텔,2023-08-16,77012,4,7.7,4,"제주, 대한민국",수
플레이스 캠프 제주,2023-08-16,202008,4,8.3,3,"서귀포, 대한민국",수
담모라 리조트,2023-08-16,99000,4,7.3,4,"서귀포, 대한민국",수
