Hotel_name,Date,Price,Client,Rating,Grade,Address,Day
베스트웨스턴 제주호텔,2023-08-01,103306,4,7.6,4,"제주, 대한민국",화
메종 글래드 제주,2023-08-01,305464,4,8.1,5,"제주, 대한민국",화
에코랜드 호텔,2023-08-01,450083,4,8.6,5,"제주, 대한민국",화
라마다 프라자 제주 호텔,2023-08-01,206545,4,8.2,5,"제주, 대한민국",화
신라스테이 제주,2023-08-01,183000,4,8.0,4,"제주, 대한민국",화
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-01,98141,4,7.7,4,"제주, 대한민국",화
휘닉스 제주 섭지코지,2023-08-01,311690,4,7.8,4,"서귀포, 대한민국",화
탐라스테이 호텔 제주,2023-08-01,184380,4,7.7,4,"제주, 대한민국",화
더 베스트 제주 성산,2023-08-01,76860,4,7.9,4,"서귀포, 대한민국",화
더큐브 리조트 제주,2023-08-01,93815,4,8.2,4,"서귀포, 대한민국",화
코델리아 S 호텔,2023-08-01,37191,4,7.6,3,"서귀포, 대한민국",화
서머셋 제주신화월드,2023-08-01,605045,4,8.6,5,"서귀포, 대한민국",화
유탑 유블레스호텔,2023-08-01,495868,4,8.0,4,"제주, 대한민국",화
캠퍼트리 호텔 앤 리조트,2023-08-01,319091,4,8.4,4,"제주, 대한민국",화
한림리조트,2023-08-01,214003,4,8.8,4,"제주, 대한민국",화
그라벨 호텔,2023-08-01,141966,4,8.1,4,"제주, 대한민국",화
호텔 난타,2023-08-01,218182,4,8.6,4,"제주, 대한민국",화
서귀포 JS호텔,2023-08-01,91992,4,8.4,4,"서귀포, 대한민국",화
제주 디 아일랜드 블루 호텔,2023-08-01,93500,4,8.1,4,"서귀포, 대한민국",화
WE호텔 제주,2023-08-01,436364,4,8.5,5,"서귀포, 대한민국",화
라온 호텔 앤 리조트,2023-08-01,160834,4,6.8,4,"제주, 대한민국",화
엠스테이 호텔 제주,2023-08-01,37965,4,7.8,4,"서귀포, 대한민국",화
호텔 샬롬 제주,2023-08-01,57852,4,7.9,5,"제주, 대한민국",화
호텔 토스카나,2023-08-01,2163636,4,9.0,4,"서귀포, 대한민국",화
오션스위츠 제주 호텔,2023-08-01,128099,4,8.1,4,"제주, 대한민국",화
글로스터 호텔 제주,2023-08-01,81819,4,8.3,5,"제주, 대한민국",화
스위트 호텔 제주,2023-08-01,243347,4,8.3,3,"서귀포, 대한민국",화
켄싱턴리조트 서귀포,2023-08-01,214050,4,8.1,4,"서귀포, 대한민국",화
유니호텔 제주,2023-08-01,161405,4,7.7,4,"제주, 대한민국",화
금호 제주 리조트,2023-08-01,142834,4,7.4,4,"서귀포, 대한민국",화
신신호텔 제주공항,2023-08-01,107721,4,7.6,4,"제주, 대한민국",화
제주 센트럴시티호텔,2023-08-01,77012,4,7.7,4,"제주, 대한민국",화
플레이스 캠프 제주,2023-08-01,202008,4,8.3,3,"서귀포, 대한민국",화
담모라 리조트,2023-08-01,99000,4,7.3,4,"서귀포, 대한민국",화
호텔 케니 모슬포,2023-08-01,73273,4,8.4,3,"서귀포, 대한민국",화
포도 호텔,2023-08-01,961157,4,8.8,4,"서귀포, 대한민국",화
신신호텔 서귀포,2023-08-01,80810,4,8.0,4,"서귀포, 대한민국",화
호텔 위드 제주,2023-08-01,83741,4,8.0,4,"제주, 대한민국",화
소노캄 제주,2023-08-01,200827,4,7.5,2,"서귀포, 대한민국",화
애월 스테이 인 제주,2023-08-01,115060,4,8.6,5,"제주, 대한민국",화
벨룸 리조트,2023-08-01,442294,4,8.8,3,"서귀포, 대한민국",화
호텔더그랑 서귀포,2023-08-01,111273,4,10.0,3,"서귀포, 대한민국",화
흰수염 고래 리조트,2023-08-01,236363,4,8.5,4,"제주, 대한민국",화
코업시티호텔 성산,2023-08-01,148545,4,7.9,3,"서귀포, 대한민국",화
헤이 서귀포,2023-08-01,99863,4,7.9,4,"서귀포, 대한민국",화
아스타 호텔,2023-08-01,110647,4,8.4,3,"제주, 대한민국",화
샐리스 제주 호텔,2023-08-01,117208,4,7.2,4,"제주, 대한민국",화
롯데 리조트 아트 빌라스,2023-08-01,715909,4,8.1,4,"서귀포, 대한민국",화
소노벨 제주,2023-08-01,245455,4,7.9,5,"제주, 대한민국",화
호텔 화인 제주,2023-08-01,203719,4,9.2,3,"서귀포, 대한민국",화
위드시티호텔,2023-08-01,57273,4,7.2,3,"제주, 대한민국",화
롯데 호텔 제주,2023-08-02,500000,1,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-02,76186,1,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-02,620000,1,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-02,65689,1,7.6,4,"제주, 대한민국",수
랜딩관 제주신화월드 호텔앤리조트,2023-08-02,196992,1,8.3,5,"서귀포, 대한민국",수
메종 글래드 제주,2023-08-02,114436,1,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-02,344213,1,8.6,5,"제주, 대한민국",수
제주 신라 호텔,2023-08-02,496548,1,9.0,5,"서귀포, 대한민국",수
라마다 프라자 제주 호텔,2023-08-02,181818,1,8.2,5,"제주, 대한민국",수
그랜드 하얏트 제주,2023-08-02,427998,1,8.8,5,"제주, 대한민국",수
신라스테이 제주,2023-08-02,113850,1,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-02,88055,1,7.7,4,"제주, 대한민국",수
호텔 브릿지 서귀포,2023-08-02,83471,1,8.0,4,"서귀포, 대한민국",수
제주 부영 호텔&리조트,2023-08-02,180992,1,9.1,5,"서귀포, 대한민국",수
휘닉스 제주 섭지코지,2023-08-02,311690,1,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-02,95483,1,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-02,48348,1,7.9,4,"서귀포, 대한민국",수
호텔 리젠트 마린 더 블루,2023-08-02,113843,1,8.2,4,"제주, 대한민국",수
그랜드 조선 제주,2023-08-02,425000,1,8.9,5,"서귀포, 대한민국",수
롯데시티호텔 제주,2023-08-02,163637,1,8.5,4,"제주, 대한민국",수
더 그랜드 섬오름,2023-08-02,170000,1,8.3,3,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-02,78383,1,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-02,33058,1,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-02,605045,1,8.6,5,"서귀포, 대한민국",수
히든 클리프 호텔&네이쳐,2023-08-02,260000,1,8.3,5,"서귀포, 대한민국",수
해비치 호텔 & 리조트,2023-08-02,450000,1,8.6,5,"서귀포, 대한민국",수
엠버퓨어힐호텔&리조트,2023-08-02,371901,1,9.2,5,"제주, 대한민국",수
신화관 제주신화월드 호텔앤리조트,2023-08-02,339364,1,8.3,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-02,123055,1,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-02,140579,1,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-02,193305,1,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-02,111271,1,8.1,3,"제주, 대한민국",수
호텔 케니 서귀포,2023-08-02,28853,1,8.1,4,"서귀포, 대한민국",수
브라운 스위트 제주,2023-08-02,53684,1,7.3,5,"서귀포, 대한민국",수
메리어트관 제주신화월드 호텔앤리조트,2023-08-02,269488,1,8.4,4,"서귀포, 대한민국",수
호텔 난타,2023-08-02,68470,1,8.6,4,"제주, 대한민국",수
서귀포 JS호텔,2023-08-02,54515,1,8.4,3,"서귀포, 대한민국",수
스타즈 호텔 제주 로베로점,2023-08-02,35784,1,8.0,4,"제주, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-02,59500,1,8.1,4,"서귀포, 대한민국",수
WE호텔 제주,2023-08-02,196364,1,8.5,5,"서귀포, 대한민국",수
라온 호텔 앤 리조트,2023-08-02,67382,1,6.8,4,"제주, 대한민국",수
엠스테이 호텔 제주,2023-08-02,35362,1,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-02,44666,1,7.9,5,"제주, 대한민국",수
호텔 토스카나,2023-08-02,277686,1,9.0,4,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-02,86569,1,8.1,4,"제주, 대한민국",수
아시아호텔,2023-08-02,49212,1,8.4,5,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-02,72364,1,8.3,3,"제주, 대한민국",수
스위트 호텔 제주,2023-08-02,171269,1,8.3,3,"서귀포, 대한민국",수
레슬리 호텔,2023-08-02,46500,1,7.8,4,"제주, 대한민국",수
켄싱턴리조트 서귀포,2023-08-02,214050,1,8.1,4,"서귀포, 대한민국",수
제주 항공우주 호텔,2023-08-02,69091,1,8.4,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-02,98264,1,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-02,142834,1,7.4,4,"서귀포, 대한민국",수
신신호텔 제주공항,2023-08-02,38836,1,7.6,4,"제주, 대한민국",수
제주 센트럴시티호텔,2023-08-02,61610,1,7.7,3,"제주, 대한민국",수
롯데 호텔 제주,2023-08-02,500000,2,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-02,76186,2,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-02,620000,2,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-02,65689,2,7.6,4,"제주, 대한민국",수
랜딩관 제주신화월드 호텔앤리조트,2023-08-02,196992,2,8.3,5,"서귀포, 대한민국",수
메종 글래드 제주,2023-08-02,114436,2,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-02,344213,2,8.6,5,"제주, 대한민국",수
제주 신라 호텔,2023-08-02,496548,2,9.0,5,"서귀포, 대한민국",수
라마다 프라자 제주 호텔,2023-08-02,181818,2,8.2,5,"제주, 대한민국",수
그랜드 하얏트 제주,2023-08-02,427998,2,8.8,5,"제주, 대한민국",수
신라스테이 제주,2023-08-02,113850,2,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-02,88055,2,7.7,4,"제주, 대한민국",수
호텔 브릿지 서귀포,2023-08-02,83471,2,8.0,4,"서귀포, 대한민국",수
제주 부영 호텔&리조트,2023-08-02,180992,2,9.1,5,"서귀포, 대한민국",수
휘닉스 제주 섭지코지,2023-08-02,311690,2,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-02,95483,2,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-02,48348,2,7.9,4,"서귀포, 대한민국",수
호텔 리젠트 마린 더 블루,2023-08-02,113843,2,8.2,4,"제주, 대한민국",수
그랜드 조선 제주,2023-08-02,425000,2,8.9,5,"서귀포, 대한민국",수
롯데시티호텔 제주,2023-08-02,163637,2,8.5,4,"제주, 대한민국",수
더 그랜드 섬오름,2023-08-02,170000,2,8.3,3,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-02,78383,2,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-02,33058,2,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-02,605045,2,8.6,5,"서귀포, 대한민국",수
히든 클리프 호텔&네이쳐,2023-08-02,260000,2,8.3,5,"서귀포, 대한민국",수
해비치 호텔 & 리조트,2023-08-02,450000,2,8.6,5,"서귀포, 대한민국",수
엠버퓨어힐호텔&리조트,2023-08-02,371901,2,9.2,5,"제주, 대한민국",수
신화관 제주신화월드 호텔앤리조트,2023-08-02,339364,2,8.3,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-02,123055,2,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-02,140579,2,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-02,182988,2,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-02,111271,2,8.1,3,"제주, 대한민국",수
호텔 케니 서귀포,2023-08-02,33408,2,8.1,4,"서귀포, 대한민국",수
브라운 스위트 제주,2023-08-02,53684,2,7.3,5,"서귀포, 대한민국",수
메리어트관 제주신화월드 호텔앤리조트,2023-08-02,269488,2,8.4,4,"서귀포, 대한민국",수
호텔 난타,2023-08-02,68470,2,8.6,4,"제주, 대한민국",수
서귀포 JS호텔,2023-08-02,54515,2,8.4,3,"서귀포, 대한민국",수
스타즈 호텔 제주 로베로점,2023-08-02,35784,2,8.0,4,"제주, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-02,59500,2,8.1,4,"서귀포, 대한민국",수
WE호텔 제주,2023-08-02,196364,2,8.5,5,"서귀포, 대한민국",수
라온 호텔 앤 리조트,2023-08-02,67382,2,6.8,4,"제주, 대한민국",수
엠스테이 호텔 제주,2023-08-02,35362,2,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-02,44666,2,7.9,5,"제주, 대한민국",수
호텔 토스카나,2023-08-02,277686,2,9.0,4,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-02,86569,2,8.1,4,"제주, 대한민국",수
아시아호텔,2023-08-02,49212,2,8.4,5,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-02,72364,2,8.3,3,"제주, 대한민국",수
스위트 호텔 제주,2023-08-02,171269,2,8.3,3,"서귀포, 대한민국",수
레슬리 호텔,2023-08-02,46500,2,7.8,4,"제주, 대한민국",수
켄싱턴리조트 서귀포,2023-08-02,214050,2,8.1,4,"서귀포, 대한민국",수
제주 항공우주 호텔,2023-08-02,69091,2,8.4,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-02,98264,2,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-02,142834,2,7.4,4,"서귀포, 대한민국",수
신신호텔 제주공항,2023-08-02,38836,2,7.6,4,"제주, 대한민국",수
제주 센트럴시티호텔,2023-08-02,61610,2,7.7,3,"제주, 대한민국",수
롯데 호텔 제주,2023-08-02,500000,3,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-02,84977,3,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-02,700000,3,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-02,74997,3,7.6,4,"제주, 대한민국",수
랜딩관 제주신화월드 호텔앤리조트,2023-08-02,253872,3,8.3,5,"서귀포, 대한민국",수
메종 글래드 제주,2023-08-02,150052,3,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-02,424628,3,8.6,5,"제주, 대한민국",수
제주 신라 호텔,2023-08-02,561000,3,9.0,5,"서귀포, 대한민국",수
라마다 프라자 제주 호텔,2023-08-02,185950,3,8.2,5,"제주, 대한민국",수
그랜드 하얏트 제주,2023-08-02,428000,3,8.8,5,"제주, 대한민국",수
신라스테이 제주,2023-08-02,154440,3,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-02,98141,3,7.7,4,"제주, 대한민국",수
제주 부영 호텔&리조트,2023-08-02,211308,3,9.1,5,"서귀포, 대한민국",수
휘닉스 제주 섭지코지,2023-08-02,311690,3,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-02,184380,3,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-02,62295,3,7.9,4,"서귀포, 대한민국",수
호텔 리젠트 마린 더 블루,2023-08-02,113843,3,8.2,4,"제주, 대한민국",수
그랜드 조선 제주,2023-08-02,427273,3,8.9,5,"서귀포, 대한민국",수
롯데시티호텔 제주,2023-08-02,177728,3,8.5,4,"제주, 대한민국",수
더 그랜드 섬오름,2023-08-02,190000,3,8.3,3,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-02,86221,3,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-02,33058,3,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-02,605045,3,8.6,5,"서귀포, 대한민국",수
히든 클리프 호텔&네이쳐,2023-08-02,370182,3,8.3,5,"서귀포, 대한민국",수
신화관 제주신화월드 호텔앤리조트,2023-08-02,433636,3,8.3,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-02,157091,3,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-02,319091,3,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-02,198495,3,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-02,119835,3,8.1,3,"제주, 대한민국",수
호텔 케니 서귀포,2023-08-02,41000,3,8.1,4,"서귀포, 대한민국",수
브라운 스위트 제주,2023-08-02,65406,3,7.3,5,"서귀포, 대한민국",수
메리어트관 제주신화월드 호텔앤리조트,2023-08-02,354539,3,8.4,4,"서귀포, 대한민국",수
호텔 난타,2023-08-02,113111,3,8.6,3,"제주, 대한민국",수
스타즈 호텔 제주 로베로점,2023-08-02,93868,3,8.0,4,"제주, 대한민국",수
골든튤립 제주성산호텔,2023-08-02,75294,3,7.7,4,"서귀포, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-02,68000,3,8.1,5,"서귀포, 대한민국",수
WE호텔 제주,2023-08-02,214215,3,8.5,3,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-02,57852,3,7.9,4,"제주, 대한민국",수
호텔 토스카나,2023-08-02,304704,3,9.0,5,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-02,103306,3,8.1,4,"제주, 대한민국",수
아시아호텔,2023-08-02,76034,3,8.4,4,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-02,79850,3,8.3,5,"제주, 대한민국",수
스위트 호텔 제주,2023-08-02,186942,3,8.3,3,"서귀포, 대한민국",수
레슬리 호텔,2023-08-02,66595,3,7.8,3,"제주, 대한민국",수
켄싱턴리조트 서귀포,2023-08-02,214050,3,8.1,4,"서귀포, 대한민국",수
제주 항공우주 호텔,2023-08-02,98182,3,8.4,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-02,136943,3,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-02,142834,3,7.4,4,"서귀포, 대한민국",수
신신호텔 제주공항,2023-08-02,59643,3,7.6,4,"제주, 대한민국",수
제주 센트럴시티호텔,2023-08-02,70081,3,7.7,4,"제주, 대한민국",수
플레이스 캠프 제주,2023-08-02,202008,3,8.3,3,"서귀포, 대한민국",수
담모라 리조트,2023-08-02,92504,3,7.3,4,"서귀포, 대한민국",수
신신호텔 제주월드컵,2023-08-02,41400,3,7.7,4,"서귀포, 대한민국",수
퍼스트70 호텔,2023-08-02,46555,3,8.1,3,"서귀포, 대한민국",수
호텔 케니 모슬포,2023-08-02,50000,3,8.4,4,"서귀포, 대한민국",수
롯데 호텔 제주,2023-08-02,570000,4,8.8,5,"서귀포, 대한민국",수
라마다 제주 시티 호텔,2023-08-02,165290,4,8.1,4,"제주, 대한민국",수
파르나스 호텔 제주,2023-08-02,960000,4,9.2,5,"서귀포, 대한민국",수
베스트웨스턴 제주호텔,2023-08-02,103306,4,7.6,4,"제주, 대한민국",수
메종 글래드 제주,2023-08-02,305464,4,8.1,5,"제주, 대한민국",수
에코랜드 호텔,2023-08-02,450083,4,8.6,5,"제주, 대한민국",수
라마다 프라자 제주 호텔,2023-08-02,206545,4,8.2,5,"제주, 대한민국",수
신라스테이 제주,2023-08-02,183000,4,8.0,4,"제주, 대한민국",수
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-02,98141,4,7.7,4,"제주, 대한민국",수
휘닉스 제주 섭지코지,2023-08-02,311690,4,7.8,4,"서귀포, 대한민국",수
탐라스테이 호텔 제주,2023-08-02,184380,4,7.7,4,"제주, 대한민국",수
더 베스트 제주 성산,2023-08-02,76860,4,7.9,4,"서귀포, 대한민국",수
더큐브 리조트 제주,2023-08-02,93815,4,8.2,4,"서귀포, 대한민국",수
코델리아 S 호텔,2023-08-02,37191,4,7.6,3,"서귀포, 대한민국",수
서머셋 제주신화월드,2023-08-02,605045,4,8.6,5,"서귀포, 대한민국",수
유탑 유블레스호텔,2023-08-02,495868,4,8.0,4,"제주, 대한민국",수
캠퍼트리 호텔 앤 리조트,2023-08-02,319091,4,8.4,4,"제주, 대한민국",수
한림리조트,2023-08-02,214003,4,8.8,4,"제주, 대한민국",수
그라벨 호텔,2023-08-02,141966,4,8.1,4,"제주, 대한민국",수
호텔 난타,2023-08-02,218182,4,8.6,4,"제주, 대한민국",수
제주 디 아일랜드 블루 호텔,2023-08-02,93500,4,8.1,4,"서귀포, 대한민국",수
WE호텔 제주,2023-08-02,436364,4,8.5,5,"서귀포, 대한민국",수
라온 호텔 앤 리조트,2023-08-02,160834,4,6.8,4,"제주, 대한민국",수
엠스테이 호텔 제주,2023-08-02,37965,4,7.8,4,"서귀포, 대한민국",수
호텔 샬롬 제주,2023-08-02,57852,4,7.9,5,"제주, 대한민국",수
호텔 토스카나,2023-08-02,2163636,4,9.0,4,"서귀포, 대한민국",수
오션스위츠 제주 호텔,2023-08-02,128099,4,8.1,4,"제주, 대한민국",수
글로스터 호텔 제주,2023-08-02,81819,4,8.3,5,"제주, 대한민국",수
스위트 호텔 제주,2023-08-02,243347,4,8.3,3,"서귀포, 대한민국",수
켄싱턴리조트 서귀포,2023-08-02,214050,4,8.1,4,"서귀포, 대한민국",수
유니호텔 제주,2023-08-02,161405,4,7.7,4,"제주, 대한민국",수
금호 제주 리조트,2023-08-02,142834,4,7.4,4,"서귀포, 대한민국",수
신신호텔 제주공항,2023-08-02,107721,4,7.6,4,"제주, 대한민국",수
제주 센트럴시티호텔,2023-08-02,77012,4,7.7,4,"제주, 대한민국",수
플레이스 캠프 제주,2023-08-02,202008,4,8.3,3,"서귀포, 대한민국",수
담모라 리조트,2023-08-02,99000,4,7.3,4,"서귀포, 대한민국",수
신신호텔 제주월드컵,2023-08-02,64536,4,7.7,4,"서귀포, 대한민국",수
호텔 케니 모슬포,2023-08-02,73273,4,8.4,3,"서귀포, 대한민국",수
포도 호텔,2023-08-02,961157,4,8.8,4,"서귀포, 대한민국",수
신신호텔 서귀포,2023-08-02,80810,4,8.0,4,"서귀포, 대한민국",수
호텔 위드 제주,2023-08-02,83741,4,8.0,4,"제주, 대한민국",수
소노캄 제주,2023-08-02,200827,4,7.5,2,"서귀포, 대한민국",수
애월 스테이 인 제주,2023-08-02,115060,4,8.6,5,"제주, 대한민국",수
벨룸 리조트,2023-08-02,442294,4,8.8,3,"서귀포, 대한민국",수
호텔더그랑 서귀포,2023-08-02,111273,4,10.0,3,"서귀포, 대한민국",수
흰수염 고래 리조트,2023-08-02,234872,4,8.5,4,"제주, 대한민국",수
코업시티호텔 성산,2023-08-02,148545,4,7.9,3,"서귀포, 대한민국",수
헤이 서귀포,2023-08-02,94587,4,7.9,4,"서귀포, 대한민국",수
아스타 호텔,2023-08-02,110647,4,8.4,3,"제주, 대한민국",수
샐리스 제주 호텔,2023-08-02,117208,4,7.2,4,"제주, 대한민국",수
롯데 리조트 아트 빌라스,2023-08-02,715909,4,8.1,4,"서귀포, 대한민국",수
소노벨 제주,2023-08-02,245455,4,7.9,5,"제주, 대한민국",수
호텔 화인 제주,2023-08-02,203719,4,9.2,3,"서귀포, 대한민국",수
위드시티호텔,2023-08-02,57273,4,7.2,3,"제주, 대한민국",수
롯데 호텔 제주,2023-08-03,500000,1,8.8,5,"서귀포, 대한민국",목
라마다 제주 시티 호텔,2023-08-03,76186,1,8.1,4,"제주, 대한민국",목
파르나스 호텔 제주,2023-08-03,620000,1,9.2,5,"서귀포, 대한민국",목
베스트웨스턴 제주호텔,2023-08-03,65689,1,7.6,4,"제주, 대한민국",목
랜딩관 제주신화월드 호텔앤리조트,2023-08-03,196992,1,8.3,5,"서귀포, 대한민국",목
메종 글래드 제주,2023-08-03,114436,1,8.1,5,"제주, 대한민국",목
에코랜드 호텔,2023-08-03,344213,1,8.6,5,"제주, 대한민국",목
제주 신라 호텔,2023-08-03,496548,1,9.0,5,"서귀포, 대한민국",목
라마다 프라자 제주 호텔,2023-08-03,181818,1,8.2,5,"제주, 대한민국",목
그랜드 하얏트 제주,2023-08-03,427998,1,8.8,5,"제주, 대한민국",목
신라스테이 제주,2023-08-03,113850,1,8.0,4,"제주, 대한민국",목
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2023-08-03,88055,1,7.7,4,"제주, 대한민국",목
호텔 브릿지 서귀포,2023-08-03,51780,1,8.0,4,"서귀포, 대한민국",목
제주 부영 호텔&리조트,2023-08-03,180992,1,9.1,5,"서귀포, 대한민국",목
휘닉스 제주 섭지코지,2023-08-03,311690,1,7.8,4,"서귀포, 대한민국",목
탐라스테이 호텔 제주,2023-08-03,95483,1,7.7,4,"제주, 대한민국",목
더 베스트 제주 성산,2023-08-03,48348,1,7.9,4,"서귀포, 대한민국",목
호텔 리젠트 마린 더 블루,2023-08-03,113843,1,8.2,4,"제주, 대한민국",목
그랜드 조선 제주,2023-08-03,425000,1,8.9,5,"서귀포, 대한민국",목
롯데시티호텔 제주,2023-08-03,163637,1,8.5,4,"제주, 대한민국",목
더 그랜드 섬오름,2023-08-03,170000,1,8.3,3,"서귀포, 대한민국",목
더큐브 리조트 제주,2023-08-03,78383,1,8.2,4,"서귀포, 대한민국",목
코델리아 S 호텔,2023-08-03,33058,1,7.6,3,"서귀포, 대한민국",목
서머셋 제주신화월드,2023-08-03,605045,1,8.6,5,"서귀포, 대한민국",목
히든 클리프 호텔&네이쳐,2023-08-03,260000,1,8.3,5,"서귀포, 대한민국",목
해비치 호텔 & 리조트,2023-08-03,450000,1,8.6,5,"서귀포, 대한민국",목
엠버퓨어힐호텔&리조트,2023-08-03,371901,1,9.2,5,"제주, 대한민국",목
신화관 제주신화월드 호텔앤리조트,2023-08-03,339364,1,8.3,5,"서귀포, 대한민국",목
유탑 유블레스호텔,2023-08-03,123055,1,8.0,4,"제주, 대한민국",목
캠퍼트리 호텔 앤 리조트,2023-08-03,140579,1,8.4,4,"제주, 대한민국",목
한림리조트,2023-08-03,182988,1,8.8,4,"제주, 대한민국",목
그라벨 호텔,2023-08-03,111271,1,8.1,3,"제주, 대한민국",목
호텔 케니 서귀포,2023-08-03,28853,1,8.1,4,"서귀포, 대한민국",목
브라운 스위트 제주,2023-08-03,53684,1,7.3,5,"서귀포, 대한민국",목
메리어트관 제주신화월드 호텔앤리조트,2023-08-03,269488,1,8.4,4,"서귀포, 대한민국",목
호텔 난타,2023-08-03,68470,1,8.6,4,"제주, 대한민국",목
서귀포 JS호텔,2023-08-03,54515,1,8.4,3,"서귀포, 대한민국",목
스타즈 호텔 제주 로베로점,2023-08-03,35784,1,8.0,4,"제주, 대한민국",목
제주 디 아일랜드 블루 호텔,2023-08-03,59500,1,8.1,4,"서귀포, 대한민국",목
WE호텔 제주,2023-08-03,196364,1,8.5,5,"서귀포, 대한민국",목
라온 호텔 앤 리조트,2023-08-03,67382,1,6.8,4,"제주, 대한민국",목
엠스테이 호텔 제주,2023-08-03,35362,1,7.8,4,"서귀포, 대한민국",목
호텔 샬롬 제주,2023-08-03,44666,1,7.9,5,"제주, 대한민국",목
호텔 토스카나,2023-08-03,277686,1,9.0,4,"서귀포, 대한민국",목
오션스위츠 제주 호텔,2023-08-03,86569,1,8.1,4,"제주, 대한민국",목
아시아호텔,2023-08-03,49212,1,8.4,5,"제주, 대한민국",목
글로스터 호텔 제주,2023-08-03,72364,1,8.3,3,"제주, 대한민국",목
스위트 호텔 제주,2023-08-03,171269,1,8.3,3,"서귀포, 대한민국",목
레슬리 호텔,2023-08-03,46500,1,7.8,4,"제주, 대한민국",목
