date,week,car_name,price,engine,seater,
2023.8.4,금,모닝 어반 ,"66,000원",가솔린 ,5,
2023.8.4,금,코나 ,"72,000원",전기 ,5,
2023.8.4,금,INTERACTIVE K5 ,"76,500원",가솔린 ,5,
2023.8.4,금,니로 ,"76,500원",전기 ,5,
2023.8.4,금,쏘나타 DN8 ,"76,500원",가솔린 ,5,
2023.8.4,금,캐스퍼 ,"82,500원",가솔린 ,4,
2023.8.4,금,더 뉴 K3 ,"84,500원",가솔린 ,5,
2023.8.4,금,올 뉴 아반떼 ,"84,500원",가솔린 ,5,
2023.8.4,금,XM3 1.4 ,"90,000원",가솔린 ,5,
2023.8.4,금,디 올 뉴 코나 4WD ,"90,000원",가솔린 ,5,
2023.8.4,금,셀토스 4WD ,"90,000원",디젤 ,5,
2023.8.4,금,EV6 4WD ,"99,000원",전기 ,5,
2023.8.4,금,아이오닉 5 4WD ,"99,000원",전기 ,5,
2023.8.4,금,THE NEW G70 2.0 ,"100,800원",가솔린 ,5,
2023.8.4,금,G70 SHOOTING BRAKE ,"103,500원",가솔린 ,5,
2023.8.4,금,K7 PREMIER ,"105,300원",가솔린 ,5,
2023.8.4,금,더 뉴 그랜저 2.5 ,"105,300원",가솔린 ,5,
2023.8.4,금,토레스 4WD ,"110,000원",가솔린 ,5,
2023.8.4,금,K8 2.5 ,"112,500원",가솔린 ,5,
2023.8.4,금,All New G80 2.5 ,"120,000원",가솔린 ,5,
2023.8.4,금,제네시스 G80 3.3 ,"120,000원",가솔린 ,5,
2023.8.4,금,쏘렌토 MQ4 4WD ,"121,000원",디젤 ,7,
2023.8.4,금,GV60 4WD ,"126,000원",전기 ,5,
2023.8.4,금,싼타페 TM 4WD ,"126,000원",디젤 ,7,
2023.8.4,금,TESLA MODEL 3 ,"132,000원",전기 ,5,
2023.8.4,금,더 뉴 싼타페 4WD ,"132,000원",디젤 ,7,
2023.8.4,금,GV70 ,"135,000원",전기 ,5,
2023.8.4,금,더 뉴 카니발 ,"143,000원",디젤 ,11,
2023.8.4,금,더 뉴 카니발 ,"143,000원",디젤 ,9,
2023.8.4,금,스타리아  ,"149,500원",디젤 ,11,
2023.8.4,금,THE K9 3.8 ,"152,000원",가솔린 ,5,
2023.8.4,금,카니발 KA4 ,"161,000원",디젤 ,9,
2023.8.4,금,더 뉴 카니발 리무진 ,"162,500원",디젤 ,7,
2023.8.4,금,GV70 4WD ,"168,000원",디젤 ,5,
2023.8.4,금,All New G80 ,"172,000원",전기 ,5,
2023.8.4,금,카니발 KA4 하이리무진 ,"180,000원",가솔린 ,7,
2023.8.4,금,팰리세이드 4WD ,"181,500원",디젤 ,8,
2023.8.4,금,G90 3.8 ,"196,000원",가솔린 ,5,
2023.8.4,금,GV80 4WD  ,"220,000원",디젤 ,7,
2023.8.4,금,쏠라티 ,"385,000원",디젤 ,15,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
